img_path,type,severity,description
laseration_73.png,Laceration,Severe,"The wound appears on the palm, extending from the base of the thumb to the wrist. It is approximately 2-3 cm long and 1-2 cm wide, with exposed subcutaneous tissue and visible bleeding. The surrounding skin is erythematous, indicating inflammation, and there is some swelling around the wound. The depth suggests a significant injury that may require surgical intervention to ensure proper healing and prevent infection."
surgical_wounds_370.png,Surgical,Moderate,"The wound has a jagged edge and is located on a light-colored surface. The edges are slightly raised, and there is some redness around the area, indicating inflammation. There is no visible bleeding at the moment, but there is a small amount of pus-like discharge, suggesting potential infection."
venous_wounds_466.png,Venous,Severe,"The wound is approximately 2 cm x 2 cm in size, with some areas of necrotic tissue visible. There is minimal bleeding, but the risk of infection is high due to the depth and size of the wound."
venous_wounds_49.png,Venous,Moderate,"A wound with a jagged edge, approximately 1 cm in length, located on the lateral aspect of the lower leg. The wound is shallow but extends through the epidermis and dermis, showing some bleeding at the edges. There is minimal surrounding erythema, and no signs of infection are present."
pressure_wounds_30.png,Pressure,Moderate,"The wound is located on the lateral aspect of the lower leg, with a jagged edge and some surrounding erythema. It is approximately 2 cm in length, with no active bleeding. There is evidence of recent trauma with possible bruising and swelling. The wound shows signs of potential infection due to the presence of necrotic tissue and the surrounding inflammation."
surgical_wounds_175.png,Surgical,Moderate,The wound has multiple linear cuts with irregular edges. The skin is bruised and discolored in some areas. There is no active bleeding but swelling is present. The wound depth and extent could lead to potential infection.
surgical_wounds_333.png,Surgical,Moderate,"The wound is a incision extending from the mid-calf to the ankle on the outer aspect of the leg. The wound is approximately 2–3 centimeters long and involves the skin and subcutaneous tissues. There is visible tissue damage and some undermining. No active bleeding is present at this time, but there is evidence of bruising and possible edema around the wound. The risk of infection is moderate given the depth and size of the wound."
abrasions_4.png,Abrasion,Moderate,"The wound appears on the leg. The wound is jagged, irregular, and has exposed tissue. The area is inflamed, with surrounding redness and some bruising visible. There is no active bleeding at the moment, but there is a risk of infection due to the depth and size of the wound."
bruises_186.png,Bruises,Moderate,"The image shows multiple wounds on the forearm. The wounds range in size from small to large and are purple to pinkish-red in color. They are located near the elbow joint. There is no visible bleeding, but the size and number of bruises suggest a moderate severity."
abrasions_33.png,Abrasion,Moderate,"The wound is on the upper arm with a jagged, irregular edge and bleeding. The area is swollen and shows signs of bruising around the edges. There is a noticeable amount of blood present, indicating a moderate severity. The wound seems to have been caused by a sharp object, possibly resulting in deeper tissue damage."
diabetic_wounds_396.png,Diabetic,Moderate,"The wound appears to be a triangular shape, exhibiting a depth that extends into the dermis. The surrounding skin is erythematous, indicating inflammation, and there is no visible active bleeding at the moment. The edges of the wound are irregular, suggesting a forceful trauma. There is a risk of infection due to the depth and potential for contamination."
diabetic_wounds_214.png,Diabetic,Severe,"The wound measures 6.5 x 3 cm and is 2 cm deep. There is 30% necrotic tissue, 30% slough, 30% eschar, and 10% exposed bone. The wound base is yellow with black edges. The edges are irregular and adherent. The surrounding peri-wound skin is erythematous and indurated. There is a foul odor and the patient reports pain. There are signs of infection, including purulent"
pressure_wounds_455.png,Pressure,Moderate,"The wound is round and appears to be 2-3 cm in diameter. The center is red and granular, indicating possible inflammation or infection. The surrounding skin is swollen and has redness and possible bruising. There is no odor or pain reported."
pressure_wounds_97.png,Pressure,Moderate,"The wound is a injury with a small, deep entry point. The surrounding skin is erythematous, indicating inflammation. There is visible tissue damage around the edges. There is no active bleeding in the image, but there is a risk of infection due to the depth and potential for contamination."
pressure_wounds_358.png,Pressure,Moderate,The wound is 1 cm in length with a jagged edge. The wound extends into the subcutaneous layer. The wound is actively bleeding. Surrounding erythema indicates inflammation. There is no visible pus or signs of infection at this time.
pressure_wounds_525.png,Pressure,Moderate,"The wound is a injury with a small, round, raised area at the center, possibly indicating a foreign body or abscess formation. The surrounding skin is erythematous, suggesting inflammation. The wound is relatively shallow but has a significant amount of surrounding edema, which may indicate some degree of tissue damage."
burns_134.png,Burn,Moderate,"A wound is present on the palm, characterized by a small, deep puncture hole surrounded by a wound area. The surrounding skin is discolored, indicating possible internal bleeding or tissue damage. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and location."
surgical_wounds_159.png,Surgical,Moderate,"The wound is a incision on the lower leg, approximately 4 inches long and 2 inches wide. The wound edges are slightly uneven, with some tissue loss visible. There is moderate redness and swelling around the wound, suggesting inflammation. The wound is clean, with no visible signs of bleeding or active infection. There is a possibility of infection due to the depth and size of the wound."
surgical_wounds_132.png,Surgical,Moderate,"The wound is a incision with irregular edges, situated on the lower leg. It measures approximately 2 centimeters in length and 0.5 centimeters in width. The surrounding skin is reddened, suggestive of inflammation, and there is some bleeding from the wound margins. There is no significant swelling, but the risk of infection is heightened due to the depth and location of the wound."
pressure_wounds_405.png,Pressure,Severe,The wound is on the forearm. The edges are irregular. The wound base is exposed subcutaneous tissue and muscle. There is redness and swelling around the wound. There is no visible active bleeding at the moment. There is a risk of infection due to the depth and size of the wound.
surgical_wounds_76.png,Surgical,Severe,"The wound has a large area of skin loss with irregular edges. The surrounding skin is red and inflamed with some areas of dead tissue. There is a significant amount of yellowish exudate present, possibly indicating infection. The wound is deep enough to expose the underlying tissue layers."
burns_11.png,Burn,Severe,"The wound is on the forearm, extending from the elbow down towards the wrist. The wound is approximately 5 cm long. The wound shows signs of significant tissue damage, with exposed subcutaneous tissue and underlying structures. There is active bleeding. The surrounding skin is erythematous, indicating inflammation. The wound has a high risk of infection due to the depth and extent of the injury."
surgical_wounds_125.png,Surgical,Severe,"The wound has a large, irregularly shaped crater. The surrounding skin is erythematous and shows signs of significant tissue loss. There is no visible bleeding at the time of the photograph, but there is a high risk of infection due to the depth and extent of the tissue damage."
laseration_86.png,Laceration,Moderate,"A injury with a dark, possibly necrotic center surrounded by a bruise area. The size is approximately 1 cm in diameter, with visible surrounding erythema and some swelling. There is no active bleeding, but there is a high risk of infection due to the dark center and bruising."
venous_wounds_40.png,Venous,Moderate,The wound appears to be multiple linear cuts on the lower leg with varying depths. The skin around the wounds is erythematous. There is oozing from the cuts. The size of the wounds varies. There is no visible infection.
pressure_wounds_76.png,Pressure,Severe,"The wound has a large crater-like appearance, with extensive necrotic tissue and surrounding erythema. The base is exposed bone, and there are signs of infection. There is no visible bleeding at the moment, but there is a high risk of infection due to the compromised tissue."
abrasions_144.png,Abrasion,Moderate,"The wound is with a reddened, blistered area. The wound is approximately 5 cm x 3 cm in size, with surrounding erythema. There is no visible bleeding. The wound is at risk for infection due to the open nature of the wound."
laseration_113.png,Laceration,Moderate,"The wound is 2 cm long with a jagged edge. The skin around the wound is red and has some bruises. The wound does not bleed, but it is deep and wide. The red skin around the wound may mean that the wound is infected."
venous_wounds_277.png,Venous,Moderate,"The wound has a depth of 5 cm, a size of 5 cm x 3 cm, and a tissue base that exhibits signs of significant tissue damage. The edges are jagged, and there is visible bruising around the area, indicating potential internal bleeding. There is exudate present, with a color and consistency that suggests signs of infection risk. The peri-wound skin is discolored and textured, possibly due to the depth and extent of the cuts. There is no odor"
burns_77.png,Burn,Moderate,"The wound with an irregular edge, exposing subcutaneous tissue. The wound is inflamed with surrounding redness and swelling. There is bleeding that has been partially controlled. The wound is relatively deep, extending into the dermis. There is a risk of infection due to the extent of tissue damage."
surgical_wounds_226.png,Surgical,Moderate,"The wound is a injury with an irregularly shaped opening. The surrounding skin is erythematous, indicating inflammation, and there is some exudate visible around the wound. The depth of the wound cannot be determined from the image alone, but it seems to penetrate at least partially into the dermis. There is no active bleeding, but the presence of exudate suggests potential for infection."
venous_wounds_45.png,Venous,Moderate,"The image shows a lower leg with dark purple and black discoloration, with some areas showing redness and swelling. The bruises appear to be extensive, covering a significant portion of the leg, indicating a moderate severity. There is no visible bleeding, but the presence of swelling suggests potential for infection."
abrasions_26.png,Abrasion,Moderate,"A large, irregularly shaped wound is present on the left knee. The wound is deep, with a raised, slightly elevated border and a pale, granulating base. The surrounding skin is erythematous and indurated. There is no visible bleeding at the time of the photograph, but there is a risk of infection due to the size and depth of the wound."
venous_wounds_280.png,Venous,Moderate,"The wound is a long, jagged cut, about 2 cm in length. It is bleeding, and the surrounding skin is red and swollen. It is unclear how deep the wound is, but it appears to go through the top layer of skin."
pressure_wounds_564.png,Pressure,Moderate,"The wound is on the foot. The wound is pink and has irregular, raised edges. There is some erythema around the wound. No bleeding is visible. The wound is approximately 1 cm in length."
pressure_wounds_81.png,Pressure,Moderate,"The wound is approximately 2 cm in length with a deep, irregular shape. The surrounding skin shows signs of bruising and erythema, indicating some degree of tissue damage. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and size of the wound."
surgical_wounds_312.png,Surgical,Severe,"The wound is located on the lower leg. The edges are irregular and there is significant redness and swelling around the area. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and extent of the injury."
surgical_wounds_331.png,Surgical,Severe,"The wound is deep and irregularly shaped. It is surrounded by an area of erythema and discoloration. There is exposed tissue and some granulation tissue visible. There is no bleeding, but there is a risk of infection due to the depth and inflammation."
normal_38.png,Normal,Mild,"The wound is superficial and has a smooth, uniform epidermis. The surrounding tissue shows normal coloration and texture."
pressure_wounds_601.png,Pressure,Moderate,"The wound edges are slightly elevated with surrounding erythema. There is no bleeding, but there is a small amount of exudate. The wound is shallow but extends into the dermis. There is a risk of infection due to the depth and potential for contamination."
pressure_wounds_200.png,Pressure,Moderate,"The wound is a injury with a small, irregularly shaped opening. The surrounding skin is red, indicating inflammation, and there is some visible tissue damage around the edges. There is no active bleeding in the image, but there is a risk of infection due to the depth and location of the wound."
surgical_wounds_107.png,Surgical,Severe,"The wound is located on the lateral aspect of the lower leg, extending from the ankle towards the knee. The wound is irregularly shaped, with exposed underlying tissue and blood vessels visible. There is significant redness surrounding the wound, indicating inflammation. The depth of the wound suggests it may have penetrated into deeper tissues, potentially increasing the risk of infection."
diabetic_wounds_268.png,Diabetic,Moderate,"The wound is approximately 1 cm in length and has a depth that extends into the dermis layer. The edges are jagged and the surrounding area shows signs of inflammation with increased redness and some edema. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
pressure_wounds_323.png,Pressure,Moderate,"The wound is 2 cm long and 1 cm wide, with a jagged edge. There is erythematous surrounding skin, indicating inflammation. There is some visible bleeding at the edges. The risk of infection is present due to the open nature of the wound."
pressure_wounds_411.png,Pressure,Moderate,"The wound is linear and approximately 2–3 cm in length. It has a jagged edge. There is visible bleeding from the edges, and the surrounding skin shows signs of erythema and possible bruising. The depth seems to involve subcutaneous tissue, indicating a moderate severity. There is no evidence of significant infection at this time."
pressure_wounds_486.png,Pressure,Moderate,"The wound is a split in the skin, approximately 5 cm long and 2 cm wide. The edges are jagged, and there is some bleeding. The wound is located on the lateral aspect of the lower leg. There is redness around the wound, indicating inflammation. The wound base is visible, revealing subcutaneous tissue and muscle. There is no sign of infection, but the depth and size suggest a moderate severity."
pressure_wounds_50.png,Pressure,Moderate,"A wound on the lower abdomen is approximately 2 cm long with a jagged edge. The surrounding skin is erythematous and has some bruising. There is no active bleeding at the moment, but there is a risk of infection due to the depth and size of the wound."
surgical_wounds_397.png,Surgical,Severe,"The wound is located on the dorsal aspect of the foot, extending from the heel towards the ankle. It is irregularly shaped and has a significant amount of tissue loss, exposing underlying structures. The edges of the wound show visible bleeding. The surrounding area shows signs of inflammation and edema. The wound has a high risk of infection due to its depth and extent of tissue damage."
bruises_47.png,Bruises,Moderate,"The image shows a large, irregularly shaped wound on the lower leg. The wound is predominantly purple and blue, indicating significant trauma. There is no visible bleeding, but the size and color suggest a moderate to severe injury, possibly from a fall or blunt force impact."
pressure_wounds_470.png,Pressure,Moderate,"A wound with a jagged edge, approximately 2 cm long, located on the lower abdomen. The wound base is clean, with some surrounding erythema and possible bruising. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and location."
pressure_wounds_398.png,Pressure,Moderate,"The wound involves the lower lip. It is linear, extending across the lip. There is bleeding and surrounding erythema. The wound has a noticeable depth. There is swelling around the edges. Blood suggests an active bleed. The open nature of the wound increases the risk of infection."
abrasions_150.png,Abrasion,Mild,"The image shows a wound on the forearm with minimal bleeding and no significant swelling. There is a slight redness around the affected area, indicating minor irritation."
surgical_wounds_6.png,Surgical,Moderate,The wound is a incision with a ragged edge. There is redness around the wound. There is blood at the edges. The wound seems to go through the top layer of skin. There is no sign of infection.
bruises_5.png,Bruises,Moderate,"The image shows multiple wounds on the shoulder area. The largest wound is approximately 5 cm in diameter, with a central area of dark purple discoloration surrounded by a ring of reddish-purple bruising. There is no visible bleeding, but there is significant swelling and redness around the bruises. The surrounding skin appears slightly irritated."
diabetic_wounds_432.png,Diabetic,Moderate,"The wound is a 2 cm long, jagged-edge, subcutaneous tissue-deep wound on the inner aspect of the limb. There is visible redness around the wound, indicating some inflammation, and no active bleeding is observed at the moment. The surrounding skin shows signs of edema, suggesting possible swelling. There is a risk of infection due to the depth and location of the wound."
surgical_wounds_384.png,Surgical,Moderate,"The wound appears on the lower abdomen. The wound is linear with surrounding erythema and some bruising. The wound is deep, extending into the subcutaneous tissue. There is visible swelling around the edges. There is no active bleeding seen in the image. The size and depth suggest a moderate severity. The presence of erythema and bruising indicates potential for infection."
bruises_187.png,Bruises,Moderate,There is visible wound on the forearm with purple and blue discoloration. The largest wound is approximately 2 cm in diameter. There is no open wound or bleeding. The bruising is accompanied by swelling. There is no visible infection.
pressure_wounds_19.png,Pressure,Severe,"The wound involves the skin and subcutaneous tissue. It is irregularly shaped, with exposed underlying tissue and significant bruising around the edges. There is no visible active bleeding at the moment, but there is a high risk of infection due to the depth and extent of the injury."
abrasions_7.png,Abrasion,Moderate,"The wound appears with a reddened, irregularly shaped area of skin loss. The surrounding skin is inflamed, and there is some visible bleeding at the edges. The size of the wound seems to be approximately 1 cm by 1 cm, and it shows signs of potential infection due to the presence of pus-like discharge."
bruises_72.png,Bruises,Moderate,"The wound is a large, irregularly shaped bruise with purple and yellowish hues. The wound is significant in size. There is no bleeding. There is a risk of infection due to the size of the wound and potential for bacterial entry through the skin."
bruises_240.png,Bruises,Mild,"A localized area of skin discoloration is present, with a central lighter patch surrounded by a ring of reddish-purple coloration. The area measures approximately 1-2 cm in diameter and is located on the upper arm. There is no visible bleeding or signs of infection."
surgical_wounds_327.png,Surgical,Moderate,"The wound is on the foot. It is linear with bleeding and surrounding redness. The edges are irregular, and some tissue is missing. The wound is deep, extending into the skin, and there is a risk of infection."
burns_60.png,Burn,Severe,"The wound is on the lower leg, extending from the shin down towards the ankle. It is approximately 5 cm long. The wound has exposed subcutaneous tissue and possible muscle involvement. The wound is actively bleeding. There is surrounding erythema and swelling, indicating potential infection risk."
diabetic_wounds_343.png,Diabetic,Moderate,"The wound is approximately 2 cm in length and appears to be jagged. There is bleeding, and the surrounding skin shows signs of erythema and possible bruising. The depth of the wound cannot be determined from the image alone, but it seems to penetrate through the epidermis and possibly into the dermis."
pressure_wounds_207.png,Pressure,Moderate,"The wound is approximately 1 cm long. The edges are irregular and slightly elevated, with some surrounding erythema. There is a small amount of exudate present. The wound shows signs of inflammation and potential for infection."
surgical_wounds_23.png,Surgical,Severe,The wound is a incision involving the foot with extensive tissue loss and exposure of bone. The edges are irregularly sutured indicating a complex repair. There is extensive bruising and discoloration around the wound suggesting potential internal bleeding or damage to surrounding tissues. The presence of metal sutures suggests a surgical intervention was necessary.
abrasions_84.png,Abrasion,Moderate,"The knee wound is deep, measuring approximately 2 cm in length. The wound exposes subcutaneous tissue and has a jagged edge. There is significant bruising surrounding the area. There is no active bleeding visible, but the risk of infection is high due to the depth and size of the wound."
surgical_wounds_55.png,Surgical,Moderate,"The wound is approximately 3.5 centimeters in length and 1.2 centimeters in width. It is elliptical in shape with well-defined edges. The base of the wound is clean and free of debris. There is moderate exudate present, which is thick and yellow in color. The surrounding skin appears healthy with no signs of infection or inflammation. There is no odor or pain associated with the wound. The wound is estimated to be 2–3 millimeters deep."
abrasions_149.png,Abrasion,Moderate,"The image shows an extensive wound on the forearm with a large area of skin loss, exposing underlying tissue. The wound is characterized by a reddened, irritated area with visible blood staining, indicating recent trauma. There is no active bleeding at the moment, but there is a risk of infection due to the depth and size of the abrasion."
diabetic_wounds_243.png,Diabetic,Severe,"The wound appears involving multiple areas of the foot, including the toes and the arch. There is significant tissue loss, exposed bone, and potential nerve damage. The wound is infected, evidenced by the surrounding erythema and possible pus formation. There is also evidence of necrotic tissue, indicating a high risk for further complications."
bruises_232.png,Bruises,Moderate,"The image shows a large, irregularly shaped wound on the upper arm. The wound is predominantly dark purple and yellowish-brown, indicating it has been present for some time. There is no visible bleeding, but there is some surrounding redness and slight swelling. The size of the bruise appears to be approximately 5 cm x 3 cm. There is no sign of infection, but the size and color suggest it may take several weeks to fully resolve."
venous_wounds_171.png,Venous,Moderate,The wound is 2 cm long with a jagged edge. It extends into the subcutaneous tissue. The surrounding area is red and swollen. There is no bleeding. The wound is at risk for infection.
pressure_wounds_506.png,Pressure,Moderate,"The wound is a 2 cm by 1 cm cut on the lower leg with an irregular, slightly elevated edge. The wound exposes the underlying tissue and has moderate redness around it. There is no active bleeding. The risk of infection is moderate."
abrasions_139.png,Abrasion,Moderate,"The wound is on the palm with exposed subcutaneous tissue. The edges are irregular and slightly elevated, with surrounding erythema. There is no active bleeding visible, but there is a small amount of blood at the base. The wound shows signs of inflammation and potential for infection."
venous_wounds_107.png,Venous,Severe,"The wound is approximately 15 cm long and 10 cm wide, with a depth of 2.5 cm. The tissue surrounding the wound is red and inflamed, and there is a significant amount of exudate present. The wound base is covered in necrotic tissue and exposed bone, and the edges are raised and irregular. There is no evidence of infection at this time, but the wound may be at risk for further complications."
surgical_wounds_352.png,Surgical,Moderate,"The wound is approximately 2 cm x 1 cm in size with a jagged edge and exposed tissue. There is some bleeding at the edges. There is granulation tissue and possibly necrotic tissue, which may indicate infection risk."
burns_84.png,Burn,Moderate,"A small, round wound with redness and bruising surrounds a shallow, indented opening. The wound is currently free of bleeding but there is a risk of infection."
venous_wounds_373.png,Venous,Severe,"The wound appears to be a deep, wide area of tissue breakdown with a reddened base. There is no visible bleeding, but there is surrounding redness and swelling, indicating potential for further tissue damage and infection."
venous_wounds_464.png,Venous,Moderate,"The wound is approximately 2 inches long and 0.5 inches wide. The edges are slightly raised and red, with minimal swelling. There is a small amount of clear fluid present. The surrounding skin is pink and intact. There is no odor or pain. There are no signs of infection."
venous_wounds_130.png,Venous,Moderate,"The wound is jagged and appears to have been caused by a sharp object. The skin is split open, revealing underlying tissue layers. There is visible bleeding at the edges, and the surrounding area shows signs of inflammation with increased redness and swelling. The wound measures approximately 2-3 cm long and extends into the subcutaneous tissue."
surgical_wounds_251.png,Surgical,Moderate,"The wound is a 5 cm by 2 cm wound on the lateral aspect of the lower leg, extending from the ankle to the knee. There is visible bleeding and tissue loss. The wound is surrounded by redness and inflammation. The edges of the wound are irregular and slightly elevated, indicating a recent injury. There is no obvious sign of infection at this time."
laseration_88.png,Laceration,Moderate,"The wound is with a jagged edge, exposing underlying tissue. The area is swollen, with some bruising visible around the edges. There is a noticeable amount of blood present, indicating active bleeding. The wound is relatively large and deep, suggesting it may have been caused by a sharp object."
venous_wounds_25.png,Venous,Moderate,"The wound has a jagged edge and is approximately 1 cm in length. It has a noticeable depth, exposing underlying tissue. The area around the wound shows signs of inflammation with increased redness and some swelling. There is no visible active bleeding at the moment, but there is a risk of infection due to the depth and potential for contamination."
diabetic_wounds_4.png,Diabetic,Moderate,"A wound with a jagged edge, approximately 5 mm in length. The wound is located on a light-colored skin surface. The wound appears to be deep, with a deep red color indicative of tissue damage. There is visible bleeding at the edges, suggesting active bleeding. The surrounding area shows some erythema, indicating inflammation."
abrasions_32.png,Abrasion,Moderate,"The wound appears to be approximately 1 cm in length and has a depth that reaches into the dermis. The surrounding skin is erythematous, indicating inflammation. There is some bleeding visible at the edges. There is no significant swelling noted, but the risk of infection is present due to the exposed tissue."
diabetic_wounds_310.png,Diabetic,Moderate,A wound is present on the skin. The wound is small and irregularly shaped. There is surrounding erythema. The wound appears to be shallow. There is no visible bleeding at the moment. There is some surrounding edema. This may increase the risk of infection.
pressure_wounds_306.png,Pressure,Moderate,"The wound has a jagged edge, is approximately 1 cm long, and is located on the skin surface. There is redness and slight swelling around the edges. There is no visible bleeding at the moment, but there is a risk of infection due to the exposed tissue."
laseration_97.png,Laceration,Severe,"The wound is on the knee. The wound is approximately 2-3 centimeters long and exposes raw tissue and blood. The wound has significant redness and swelling around the area. There is active bleeding, and the wound shows signs of potential infection due to the exposed tissue."
venous_wounds_146.png,Venous,Moderate,"The wound is approximately 4 cm long and 2 cm wide, with multiple linear wounds across the skin surface. The wounds are relatively shallow, but cover a significant area, showing some redness and slight swelling around the edges. There is no visible bleeding at the moment, but there is a risk of infection due to the size and depth of the cuts."
diabetic_wounds_329.png,Diabetic,Moderate,"A small, circular wound is visible on the skin. The wound appears to be shallow but has a noticeable hole, indicating it may have penetrated deeper than initially perceived. There is minimal surrounding redness, suggesting no significant inflammation. The wound does not appear to be actively bleeding at the moment, but there is a risk of infection due to the potential for deep tissue damage."
venous_wounds_182.png,Venous,Moderate,"The wound is a deep, irregularly shaped depression on the forearm, approximately 2 cm long and 1 cm wide. The surrounding skin is erythematous, indicating inflammation. There is no active bleeding, but there is significant bruising, suggesting a forceful impact. The risk of infection is moderate due to the depth and size of the wound."
venous_wounds_68.png,Venous,Severe,"The wound is a large, irregularly shaped area of skin breakdown. Surrounding tissue is erythematous and edematous, suggesting significant inflammation. There are multiple areas of necrotic tissue, indicating extensive tissue damage. The wound extends deep into the subcutaneous tissue with a visible sinus tract, increasing the risk of infection."
venous_wounds_414.png,Venous,Moderate,"The image shows on the forearm, characterized by dark purple and black discoloration. The bruises appear to be confluent, indicating a significant impact or trauma. There is no visible bleeding, but the size and depth suggest a moderate severity. The surrounding skin appears slightly swollen, which may indicate some underlying soft tissue injury."
diabetic_wounds_174.png,Diabetic,Severe,"The wound appears involving multiple layers of skin and subcutaneous tissue. There is significant tissue loss, exposed bone, and potential nerve damage. The wound is irregularly shaped and has a significant amount of debris and possibly necrotic tissue. There is also evidence of infection with surrounding erythema and possible edema. "
venous_wounds_134.png,Venous,Severe,"The wound appears to be a deep wound with exposed tissue and surrounding erythema. The ulcer is irregularly shaped, approximately 5 cm x 4 cm in size, with a central area of necrotic tissue and surrounding hyperemic skin. There is no visible bleeding at the time of the photograph, but there is a high risk of infection due to the depth and size of the ulcer."
surgical_wounds_9.png,Surgical,Moderate,"The wound is on the top of the foot. It is about 1 centimeter long and has slightly raised edges. The area around the wound is slightly red. The wound is not bleeding right now, but there is a risk of infection because of the depth and location of the wound."
pressure_wounds_424.png,Pressure,Moderate,"The wound is approximately 1 cm in length and has a depth that reaches into the subcutaneous layer. It has a jagged edge, exposing underlying tissue. There is visible bleeding at the edges, and the surrounding skin shows signs of erythema, indicating some inflammation. The wound is not fully closed, suggesting it may require further treatment to prevent infection."
surgical_wounds_126.png,Surgical,Moderate,A wound is present on the lower abdomen. The wound has a jagged edge. The skin around the wound is erythematous. There is visible bleeding at the edges of the wound. The surrounding tissue shows signs of swelling and possible bruising.
surgical_wounds_228.png,Surgical,Moderate,The wound is on the forearm. The wound is 2 cm long and extends across the flexor aspect of the forearm. The wound is bleeding. The skin around the wound is bruised. There is swelling around the edges of the wound. The skin appears discolored. There are no visible indicators of infection.
pressure_wounds_8.png,Pressure,Severe,"The wound is injury with significant tissue damage. The wound is circular with a dark, possibly necrotic center, suggesting potential infection. There is visible swelling around the wound, and the surrounding skin is erythematous, indicating inflammation. The size of the wound is approximately 1 cm in diameter."
venous_wounds_86.png,Venous,Moderate,"The wound appears to have a moderate depth and size, with a visible amount of exudate. The wound base is primarily composed of tissue, and the edges are well-defined, although there is some adherence. The surrounding skin appears to be discolored, with a texture that suggests potential infection. There is no odor or pain associated with the wound."
surgical_wounds_292.png,Surgical,Severe,"The wound appears involving the skin and subcutaneous tissue. It is located on the foot, exhibiting significant tissue damage with exposed underlying structures. The wound is irregularly shaped, with a noticeable amount of granulation tissue and possibly necrotic tissue at the edges. There is no visible active bleeding, but the depth and extent suggest a high risk for infection."
diabetic_wounds_117.png,Diabetic,Moderate,"The wound is a deep, irregularly shaped area of skin breakdown with surrounding erythema. The ulcer is approximately 2 cm in diameter and shows signs of tissue necrosis. There is no visible bleeding at the moment, but there is a risk of infection due to the depth and size of the ulcer."
surgical_wounds_167.png,Surgical,Moderate,"The surrounding skin of wound is erythematous and edematous. There is minimal serous drainage, suggesting it may be moderately deep. The peri-wound skin is macerated and hyperpigmented, which could increase the risk of infection if not properly managed."
surgical_wounds_315.png,Surgical,Moderate,The wound appears to be approximately 5mm in length with a jagged edge. There is some exudate present and surrounding erythema. There is no visible bleeding at the moment. There is a risk of infection due to the depth and location.
pressure_wounds_126.png,Pressure,Severe,"The wound has multiple irregular cuts and abrasions. The skin is split open, exposing underlying tissue. There is significant bleeding, with blood pooling around the wound. The surrounding area shows signs of inflammation and possible bruising. The wound is deep enough to potentially involve subcutaneous tissue and may require surgical intervention."
diabetic_wounds_377.png,Diabetic,Moderate,"A wound is present on the skin, appearing as a small, round opening with a slightly raised rim. The wound is shallow but has a noticeable depth, exposing underlying tissue. There is minimal bleeding visible, and the surrounding area shows some redness and slight swelling. The wound appears to be at risk for infection due to the depth and potential for contamination."
surgical_wounds_263.png,Surgical,Moderate,"A 1 cm by 0.5 cm surgical wound with linear incision, slightly elevated, and surrounding erythema. Visible bleeding from the edges, granular wound bed, indicating some healing. No significant swelling or signs of infection."
laseration_20.png,Laceration,Moderate,"The wound is approximately 1 cm in length with a jagged edge and some bleeding visible. The surrounding skin shows signs of erythema, indicating inflammation. There is no significant swelling noted. The depth of the laceration suggests it may have penetrated deeper tissues, increasing the risk of infection."
diabetic_wounds_155.png,Diabetic,Moderate,"The wound appears to be a deep, jagged cut, likely caused by a sharp object. The wound has significant depth, exposing underlying tissue layers. There is visible bleeding at the edges, and the surrounding area shows signs of inflammation and swelling. The risk of infection is high due to the depth and potential for contamination."
bruises_113.png,Bruises,Moderate,"A large, irregularly shaped wound with a central area of dark purple and surrounding lighter shades of purple and greenish discoloration. The wound appears to be several centimeters in diameter and is located on what seems to be an arm. There is no visible bleeding, but the size and color suggest significant trauma and potential for swelling or further complications. "
diabetic_wounds_272.png,Diabetic,Moderate,"The wound is moderately deep, with irregular edges and elevated tissue. It has multiple layers of skin and subcutaneous tissue involved. There is visible bleeding at the base, suggesting moderate depth. The surrounding area shows some redness and swelling, which may indicate an increased risk of infection."
abrasions_5.png,Abrasion,Moderate,"Two wounds are present on the lower leg. The wounds are approximately 2-3 cm in length, with visible bleeding and surrounding erythema. The edges of the wounds are irregular, indicating a possible tear rather than a clean cut. There is no significant swelling, but the presence of blood suggests active bleeding or recent injury."
laseration_52.png,Laceration,Moderate,"The wound is a jagged, irregular cut with exposed tissue. The area is swollen, with surrounding skin showing signs of bruising and discoloration. There is no visible active bleeding at the moment. There is a risk of infection due to the depth and size of the wound."
diabetic_wounds_20.png,Diabetic,Severe,"The wound is approximately 6 cm long and 3 cm wide, with irregular edges. There is significant tissue damage, with visible swelling and bruising around the wound. The wound is deep, with a base that is necrotic. The wound is oozing a moderate amount of serosanguineous fluid. There are no visible indicators of infection. The surrounding skin is pinkish-red in color and appears dry and cracked."
diabetic_wounds_212.png,Diabetic,Moderate,"A deep, triangular wound is present with an irregular, raised edge. The surrounding skin is erythematous and there is no active bleeding. The wound is at risk for infection due to its depth and potential for contamination."
burns_62.png,Burn,Moderate,"Multiple wounds on the back of the hand, with varying shades of purple and brown. The largest wound is located on the middle finger, indicating a possible impact injury. There is no visible bleeding, but the size and color suggest a moderate severity. Swelling may be present, and there is a risk of infection if the skin barrier is compromised."
